"","X","ID","day","beep","observationID","Proud","Success","Superior","Angry","Envious","Resentful","Ashamed","Insecure","Enthusiastic","Relaxed","Anxious","Sad"
"4070",4070,30,26,2,126,0.8,0.6,0.2,0,0,0,0,0.4,0.6,0.8,0.2,0.2
"4071",4071,30,26,3,127,0.6,0.4,0.2,0,0.2,0,0.2,0.2,0.6,0.8,0.4,0.2
"4072",4072,30,26,4,128,0.2,0.2,0,0,0,0,0.2,0.2,0.8,0.6,0.2,0
"4073",4073,30,27,1,129,0.4,0.4,0.2,0,0,0.4,0.6,0.6,0.4,0.8,0.2,0
"4074",4074,30,27,2,130,0.2,0.2,0.6,0.8,0,0.2,0.4,0.8,0,0.2,0.6,0.2
"4075",4075,30,27,3,131,0.6,0.6,0.4,0.6,0,0,0.2,0.6,0.6,0.8,0.4,0.2
"4076",4076,30,28,1,132,0.6,0.4,0.2,0.2,0,0.2,0.6,0.2,0.6,0.6,0.2,0.2
"4077",4077,30,28,2,133,0.6,0.6,0.2,0,0,0,0.2,0.2,0.8,0.8,0.2,0
"4078",4078,30,28,3,134,0.6,0.6,0.2,0,0,0.2,0,0,0.6,0.6,0.2,0
"4079",4079,31,1,1,1,0.6,0.4,0.2,0,0,0,0,0,0.4,0.8,0,0
"4080",4080,31,1,2,2,0.4,0.4,0,0,0,0,0,0,0.6,0.8,0,0
"4081",4081,31,1,3,3,0.2,0.6,0,0,0,0,0,0,0.4,0.6,0,0
"4082",4082,31,1,4,4,0,0,0,0,0,0,0,0,0.6,0.6,0,0
"4083",4083,31,2,1,5,0.2,0,0,0,0,0,0,0,0.2,0.6,0,0
"4084",4084,31,2,2,6,0.4,0.2,0,0,0,0,0,0,0.2,0.8,0,0
"4085",4085,31,2,3,7,0.4,0.8,0,0,0,0,0,0,0.4,0.8,0,0
"4086",4086,31,3,1,8,0.2,0,0,0,0,0,0,0,0,0.8,0,0
"4087",4087,31,3,2,9,0.4,0.6,0.2,0,0,0,0,0,0.2,0.6,0,0
"4088",4088,31,3,3,10,0.8,0.6,0,0,0,0,0,0,0.6,0.8,0,0
"4089",4089,31,3,4,11,0.2,0.4,0,0,0,0,0,0,0.2,0.6,0,0
"4090",4090,31,4,1,12,0.6,1,0,0,0,0,0,0,0.6,0.8,0,0
"4091",4091,31,4,2,13,0.8,0.8,0.8,0,0,0,0,0,0.8,0.6,0,0
"4092",4092,31,4,3,14,0.4,0.2,0,0,0,0,0,0,0.2,1,0,0
"4093",4093,31,5,1,15,0.2,0.6,0,0,0,0,0,0,0,0.6,0,0
"4094",4094,31,5,2,16,0.2,0.4,0,0,0,0,0,0,0.2,0.6,0,0
"4095",4095,31,5,3,17,0.2,0.2,0,0.4,0,0,0,0,0.2,0.4,0,0
"4096",4096,31,5,4,18,0.2,0.2,0,0,0,0,0,0,0.2,0.8,0,0
"4097",4097,31,5,5,19,0.2,0.6,0,0,0,0,0,0,0.2,0.6,0,0
"4098",4098,31,6,1,20,0,0.4,0,0,0,0,0,0,0,0.6,0,0
"4099",4099,31,6,2,21,0.2,0.2,0,0,0,0,0,0,0.2,0.8,0,0
"4100",4100,31,6,3,22,1,0.8,0,0,0,0,0,0,0.8,0.8,0,0
"4101",4101,31,7,1,23,0,0.4,0,0,0,0,0,0,0.2,0.4,0,0
"4102",4102,31,7,2,24,0.6,0.2,0,0,0,0,0,0,0.4,0.8,0,0
"4103",4103,31,7,3,25,0.2,0.2,0,0,0,0,0,0,0,0.8,0,0
"4104",4104,31,7,4,26,0.2,0.4,0,0,0,0,0,0,0.4,0.8,0,0
"4105",4105,31,7,5,27,0.2,0.4,0,0,0,0,0,0,0.2,0.6,0,0
"4106",4106,31,7,6,28,0.2,0.6,0,0,0,0,0,0,0.2,0.6,0,0
"4107",4107,31,8,1,29,1,0.6,0,0,0,0,0,0,0.8,1,0,0
"4108",4108,31,8,2,30,0.2,0.4,0,0,0,0,0,0,0,0.6,0,0
"4109",4109,31,9,1,31,0.2,0.4,0,0,0,0,0,0,0.2,1,0,0
"4110",4110,31,9,2,32,0,0,0,0.4,0,0,0,0,0,0.6,0,0
"4111",4111,31,9,3,33,0,0,0,0,0,0,0,0,0,1,0,0
"4112",4112,31,10,1,34,0,0.4,0,0,0,0,0,0,0,0.6,0,0
"4113",4113,31,10,2,35,0.4,0.4,0,0,0,0,0,0,0.2,0.8,0,0
"4114",4114,31,12,1,36,0,0.4,0,0,0,0,0,0,0.4,0.6,0,0
"4115",4115,31,13,1,37,0.2,0.4,0,0,0,0,0,0,0.2,0.6,0,0
"4116",4116,31,13,2,38,0,0.2,0,0,0,0,0,0,0,0.6,0,0
"4117",4117,31,13,3,39,0,0.4,0,0,0,0,0,0,0.2,0.6,0,0
"4118",4118,31,13,4,40,0.8,0.6,0,0,0,0,0,0,0.6,0.8,0,0
"4119",4119,31,14,1,41,0,0.4,0,0,0,0,0,0,0.2,1,0,0
"4120",4120,31,14,2,42,0.4,0.4,0,0,0,0,0,0,0.4,1,0,0
"4121",4121,31,14,3,43,0.6,0.6,0,0,0,0,0,0,0.6,1,0,0
"4122",4122,31,14,4,44,0.2,0.4,0,0,0,0,0,0,0.4,0.8,0,0
"4123",4123,31,14,5,45,0,0.4,0,0,0,0,0,0,0.4,0.8,0,0
"4124",4124,31,15,1,46,0.6,0.6,0,0,0,0,0,0,0.6,0.8,0,0
"4125",4125,32,1,1,1,0.6,0.6,0.6,0.2,0.4,0.2,0,0.2,0.6,0.4,0,0
"4126",4126,32,1,2,2,0.4,0.4,0.4,0,0.2,0,0,0,0.6,0.6,0,0
"4127",4127,32,1,3,3,0.2,0.6,0,0,0,0,0,0,0.2,0.2,0,0
"4128",4128,32,1,4,4,0.6,1,0.4,0,0,0,0,0,0.8,0.8,0,0
"4129",4129,32,1,5,5,0.8,0.6,0.6,0.4,0,0,0,0.4,0.6,0.4,0,0.2
"4130",4130,32,2,1,6,0.4,0.4,0,0.2,0,0,0,0.2,0.4,0.6,0,0
"4131",4131,32,2,2,7,0,0.2,0,0,0,0,0,0,0.2,0.8,0,0
"4132",4132,32,2,3,8,0.4,0.4,0.2,0,0,0,0,0,0.4,0.8,0,0
"4133",4133,32,2,4,9,0.4,0.4,0,0,0,0,0,0.4,0,0.4,0,0
"4134",4134,32,2,5,10,0.2,0.2,0.2,0.6,0,0,0,0,0.2,0.8,0,0
"4135",4135,32,2,6,11,0.4,0.2,0.2,0,0.4,0,0,0,0.6,0.6,0,0
"4136",4136,32,3,1,12,0.4,0.4,0.4,0.2,0,0,0,0.2,0.4,0.4,0,0.2
"4137",4137,32,3,2,13,0.4,0.4,0,0.2,0,0,0,0.2,0.4,0.6,0.2,0
"4138",4138,32,3,3,14,0.6,0.4,0.6,0,0,0,0,0,0.4,0.8,0,0
"4139",4139,32,3,4,15,0.4,0.4,0,0.4,0,0,0,0,0.4,0.6,0,0
"4140",4140,32,3,5,16,0.2,0.4,0.6,0.4,0,0,0.4,0.2,0.2,0.2,0,0
"4141",4141,32,4,1,17,0.4,0.4,0.2,0,0,0,0,0,0.4,0.8,0,0
"4142",4142,32,4,2,18,0.4,0.4,0,0,0,0,0,0.2,0.4,0.4,0,0
"4143",4143,32,4,3,19,0.4,0.4,0.2,0.2,0,0,0,0.4,0,0.4,0,0
"4144",4144,32,4,4,20,0.2,0.2,0,0.2,0,0.2,0,0.2,0.2,0.2,0,0
"4145",4145,32,5,1,21,0.4,0.4,0,0,0,0,0,0,0.4,0,0,0
"4146",4146,32,5,2,22,0.2,0.2,0,0,0,0,0.2,0,0,0,0,0
"4147",4147,32,5,3,23,0.4,0.4,0.4,0,0,0,0,0,0.4,0.4,0,0.2
"4148",4148,32,6,1,24,0.4,0.4,0.2,0.2,0.4,0,0,0.2,0.4,0.4,0,0
"4149",4149,32,6,2,25,0.4,0.4,0,0,0,0,0,0,0.4,0.4,0,0
"4150",4150,32,6,3,26,0.4,0.4,0,0,0.6,0,0,0,0.4,0.4,0,0
"4151",4151,32,6,4,27,0.4,0.4,0.4,0,0.4,0,0,0,0.4,0.6,0,0
"4152",4152,32,6,5,28,0.6,0.4,0,0,0.2,0,0.2,0.2,0.6,0.4,0.2,0
"4153",4153,32,7,1,29,0,0.2,0,0.2,0.2,0,0,0.2,0.4,0.2,0.4,0
"4154",4154,32,7,2,30,0.2,0.2,0,0,0,0,0,0.2,0.2,0.2,0.2,0
"4155",4155,32,8,1,31,0.2,0.6,0,0.2,0,0,0,0.2,0,0.2,0,0
"4156",4156,32,8,2,32,0.4,0.4,0,0,0.2,0,0,0,0.4,0.6,0,0
"4157",4157,32,8,3,33,0.4,0.2,0,0.2,0.2,0,0,0,0.2,0,0,0
"4158",4158,32,9,1,34,0.4,0.4,0,0.2,0.2,0,0,0.2,0.2,0.2,0,0
"4159",4159,32,9,2,35,0.2,0,0,0.2,0,0,0,0,0.2,0.2,0,0.2
"4160",4160,32,9,3,36,0.4,0.4,0.2,0,0,0,0,0.2,0.4,0.2,0,0
"4161",4161,32,11,1,37,0.2,0.2,0,0.2,0,0,0.2,0,0.2,0.2,0,0
"4162",4162,32,12,1,38,0.6,0.6,0.2,0.4,0,0,0,0,0.2,0.2,0,0
"4163",4163,32,13,1,39,0.6,0.6,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0
"4164",4164,32,14,1,40,0.4,0.2,0.4,0.2,0.2,0,0,0.2,0.2,0.2,0.2,0
"4165",4165,32,15,1,41,0.6,0.4,0,0,0,0.6,0,0,0.4,0.6,0,0.2
"4166",4166,32,15,2,42,0.2,0,0.4,0.8,0,0,0,0.6,0.2,0.4,0.4,0.4
"4167",4167,32,15,3,43,0.4,0.4,0.4,0,0,0.2,0,0.4,0,0.4,0.2,0.4
"4168",4168,32,15,4,44,0.4,0.2,0,0.6,0,0.2,0,0.6,0,0.2,0.4,0
"4169",4169,32,16,1,45,0.2,0,0,0,0,0.2,0,0.2,0.4,0.6,0,0
"4170",4170,32,16,2,46,0.6,0.4,0,0.2,0.4,0,0,0,0.2,0.4,0,0
"4171",4171,32,16,3,47,0.4,0.6,0,0.6,0,0.2,0,0.4,0.2,0.2,0,0.2
"4172",4172,32,16,4,48,0.2,0.2,0,0.4,0,0,0,0.2,0.2,0.2,0,0.4
"4173",4173,32,17,1,49,0.2,0.2,0.4,0.2,0.2,0,0,0,0.4,0.8,0,0
"4174",4174,32,17,2,50,0.4,0.4,0.4,0.2,0.4,0.4,0,0,0.6,0.6,0,0
"4175",4175,32,17,3,51,0.8,0.8,0.6,0.2,0,0.4,0,0.2,0.4,0.6,0,0
"4176",4176,32,18,1,52,0.4,0.2,0.4,0.2,0.2,0,0,0.2,0.2,0.4,0,0
"4177",4177,32,18,2,53,0,0,0,0.6,0.4,0,0,0.2,0,0.2,0,0
"4178",4178,32,18,3,54,0,0.2,0.8,0.4,0,0,0,0,0.2,0.4,0,0
"4179",4179,32,18,4,55,0.2,0,0,0,0,0,0,0.2,0,0,0,0
"4180",4180,32,18,5,56,0.6,0.2,0,0,0.2,0,0,0,0.2,0.4,0,0
"4181",4181,32,18,6,57,0,0.2,0,0.2,0,0.2,0,0.2,0.4,0.6,0,0
"4182",4182,32,19,1,58,0.6,0.6,0.2,0,0,0,0,0.2,0.6,0.6,0,0
"4183",4183,32,19,2,59,0.4,0.4,0.2,0,0,0,0,0,0.4,0.6,0,0.2
"4184",4184,32,19,3,60,0.4,0.4,0,0,0,0,0,0,0,0.6,0,0
"4185",4185,32,19,4,61,0.2,0.2,0.2,0.4,0,0.4,0.2,0.2,0.4,0.4,0.2,0
"4186",4186,32,20,1,62,0.4,0.4,0,0,0,0.2,0,0,0.4,0.6,0,0
"4187",4187,32,20,2,63,0.2,0,0,0.4,0,0.2,0,0,0,0.4,0,0
"4188",4188,32,20,3,64,0.4,0.2,0.2,0.2,0,0.2,0,0,0.2,0.4,0,0
"4189",4189,32,20,4,65,0.4,0.4,0,0,0,0.2,0,0,0.4,0.6,0,0
"4190",4190,32,20,5,66,0.2,0.2,0.2,0.2,0,0,0,0.4,0.2,0.6,0,0
"4191",4191,32,20,6,67,0.2,0.2,0,0.2,0,0.2,0,0,0.2,0.6,0,0
"4192",4192,32,21,1,68,0.2,0,0.4,0.2,0,0.4,0,0.2,0.2,0.8,0,0
"4193",4193,32,21,2,69,0.4,0.2,0,0,0,0,0,0.2,0.4,0.4,0,0
"4194",4194,32,21,3,70,0.4,0.2,0,0,0,0.2,0,0,0.2,0.6,0,0
"4195",4195,32,21,4,71,0.2,0.2,0.4,0,0,0.2,0,0,0.2,0.6,0,0
"4196",4196,32,21,5,72,0.2,0,0,0,0,0.2,0,0,0,0.4,0,0
"4197",4197,32,22,1,73,0.4,0.2,0.4,0.4,0,0.2,0,0,0.2,0.4,0,0
"4198",4198,32,22,2,74,0.4,0.4,0.4,0,0,0.2,0,0.2,0.4,0.6,0,0
"4199",4199,32,22,3,75,0.4,0.4,0.8,0,0,0.4,0,0,0.6,0.6,0,0
"4200",4200,32,22,4,76,0.4,0.4,0.2,0,0,0.4,0,0,0,0.6,0,0
"4201",4201,32,22,5,77,0.2,0.2,0,0,0,0.2,0,0,0.2,0.4,0,0
"4202",4202,32,22,6,78,0.6,0.4,0.2,0,0,0,0,0.2,0.2,0.6,0.2,0
"4203",4203,32,23,1,79,0.4,0.2,0,0.2,0,0.6,0,0,0.4,0.8,0.2,0
"4204",4204,32,23,2,80,0.4,0.2,0.2,0.2,0.2,0.2,0,0.2,0.4,0.6,0.4,0
"4205",4205,32,23,3,81,0,0,0.2,0.2,0,0.2,0,0,0.2,0.4,0,0
"4206",4206,32,23,4,82,0.4,0.4,0,0,0,0.4,0,0,0.4,0.6,0,0
"4207",4207,32,24,1,83,0.6,0.6,0,0,0,0.4,0,0,0.6,0.8,0,0
"4208",4208,32,24,2,84,0.2,0.2,0.2,0,0,0.4,0,0,0.4,0.6,0.2,0
"4209",4209,32,24,3,85,0,0.2,0.4,0.2,0,0.2,0,0,0.4,0.4,0,0
"4210",4210,32,24,4,86,0.4,0,0.4,0,0,0.2,0,0,0,0.4,0,0.2
"4211",4211,32,24,5,87,0.2,0.2,0.2,0.2,0,0.2,0,0,0,0.4,0,0
"4212",4212,32,24,6,88,0,0,0,0.4,0,0,0,0,0.2,0.2,0,0
"4213",4213,32,25,1,89,0.2,0.2,0,0,0,0.4,0,0,0.4,0.6,0.2,0
"4214",4214,32,25,2,90,0.4,0.2,0,0.2,0,0.2,0,0,0.4,0.6,0.2,0.2
"4215",4215,32,25,3,91,0.2,0.2,0,0,0,0,0,0,0.4,0.6,0,0
"4216",4216,32,25,4,92,0.4,0.4,0.2,0,0,0.2,0,0,0.4,0.6,0,0
"4217",4217,32,26,1,93,0.2,0.2,0,0,0,0.4,0,0,0.6,0.6,0,0
"4218",4218,32,26,2,94,0.2,0.2,0,0.4,0,0,0,0.2,0,0.4,0,0
"4219",4219,32,26,3,95,0,0,0,0,0,0.2,0,0.2,0,0.6,0.2,0
"4220",4220,32,26,4,96,0.6,0.4,0,0,0,0.2,0,0,0.4,0.6,0,0
"4221",4221,32,27,1,97,0.2,0,0,0,0,0,0,0,0.2,0.6,0.2,0
"4222",4222,32,27,2,98,0.8,0.6,0,0,0,0,0,0,0.6,0.6,0,0
"4223",4223,32,27,3,99,0.4,0.4,0,0,0,0.4,0,0,0.4,0.6,0,0
"4224",4224,32,27,4,100,0,0,0.4,0,0,0.2,0,0,0.6,0.4,0,0
"4225",4225,32,27,5,101,0.6,0.6,0.2,0,0,0.2,0,0,0.4,0.4,0,0
"4226",4226,32,28,1,102,0.6,0.6,0.8,0.2,0,0.2,0,0,0.2,0.2,0,0
"4227",4227,32,28,2,103,0,0.4,0,0,0,0.4,0,0,0,0.6,0,0
"4228",4228,32,28,3,104,0.4,0.4,0,0.4,0,0.2,0,0,0,0.4,0.2,0
"4229",4229,32,28,4,105,0.4,0.2,0,0,0,0,0,0,0.4,0.6,0.2,0
"4230",4230,33,1,1,1,0.2,0.4,0.6,0.6,0.2,0.2,0.4,0.2,0.2,0.6,0.2,0.2
"4231",4231,33,1,2,2,0.6,0.8,0,0.2,0,0,0,0.6,0.2,0.6,0.2,0
"4232",4232,33,1,3,3,0.6,0.8,0.2,0,0,0,0,0.2,0.6,0.8,0,0
"4233",4233,33,1,4,4,0.4,0.6,0,0.6,0,0,0,0,0,0.4,0,0
"4234",4234,33,1,5,5,0.6,0,0,0,0,0,0,0,0.6,0.8,0.2,0
"4235",4235,33,2,1,6,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.4,0.4,0.6,0.2,0.6
"4236",4236,33,2,2,7,0.6,0.6,0,0.4,0,0,0,0,0.4,0.6,0.2,0.6
"4237",4237,33,3,1,8,0.2,0.4,0.2,0,0,0,0,0,0,0.6,0,0
"4238",4238,33,3,2,9,0.6,0.2,0.2,0,0,0,0,0,0,0.6,0.2,0.6
"4239",4239,33,3,3,10,0.6,0.6,0.2,0.2,0,0,0,0,0.4,0.6,0,0
"4240",4240,33,3,4,11,0.2,0.6,0,0,0,0,0,0.4,0,0.6,0,0.4
"4241",4241,33,3,5,12,0.2,0.4,0.4,0,0.4,0,0,0,0,0.6,0,0.4
"4242",4242,33,4,1,13,0.2,0.2,0.2,0.2,0.4,0,0,0,0,0.6,0,0
"4243",4243,33,4,2,14,0.2,0.2,0.6,0.6,0.2,0,0.2,0,0,0.6,0.2,0.2
"4244",4244,33,4,3,15,0.2,0.2,0,0,0,0,0,0,0.4,0.6,0,0
"4245",4245,33,4,4,16,0.4,0.4,0.2,0.4,0,0.2,0,0,0.6,0.6,0,0
"4246",4246,33,5,1,17,0.2,0.2,0,0.6,0,0,0,0.4,0.2,0.6,0,0.2
"4247",4247,33,5,2,18,0.6,0.6,0.2,0,0.6,0,0,0,0.6,0.6,0,0
"4248",4248,33,5,3,19,0.6,0.6,0.2,0,0,0,0,0.6,0.6,0.8,0,0
"4249",4249,33,5,4,20,0.6,0.6,0.2,0,0,0,0,0,0.8,0.8,0,0
"4250",4250,33,5,5,21,0.6,0.6,0.2,0,0,0,0,0,0.4,0.6,0,0
"4251",4251,33,6,1,22,0.4,0.6,0.4,0.2,0.6,0,0,0,0.4,0.8,0,0.2
"4252",4252,33,6,2,23,0.4,0.6,0,0.4,0,0,0,0,0.4,0.6,0,0
"4253",4253,33,6,3,24,0,0,0,0.6,0,0,0,0,0.2,0.4,0,0
"4254",4254,33,7,1,25,0.2,0.2,0.2,0,0,0,0,0,0.6,0.6,0,0
"4255",4255,33,7,2,26,0.4,0.8,0.6,0.4,0,0,0,0,0.2,0.6,0,0
"4256",4256,33,8,1,27,0,0,0,1,0.2,0.4,0.4,0.8,0,0,0.4,1
"4257",4257,33,8,2,28,0.2,0.4,0,0.4,0,0,0,0.4,0,0.6,0,0.4
"4258",4258,33,9,1,29,0.6,0.4,0.4,0.2,0.2,0,0,0,0.6,0.6,0,0
"4259",4259,33,9,2,30,0.4,0.6,0.2,0,0,0,0,0,0.4,0.6,0,0
"4260",4260,33,9,3,31,0.4,0.6,0.6,0.6,0,0,0.6,0.6,0.2,0.6,0.4,0
"4261",4261,33,9,4,32,0.6,0.6,0.4,0,0,0,0,0,0.6,0.6,0,0
"4262",4262,33,9,5,33,0.6,0.6,0,0.6,0,0,0,0.6,0.2,0.4,0,0.6
"4263",4263,33,10,1,34,0.6,0.6,0,0,0,0,0,0,0.8,0.6,0,0
"4264",4264,33,10,2,35,0.4,0.4,0.4,0.2,0,0,0.4,0.4,0.6,0.6,0.2,0
"4265",4265,33,10,3,36,0.6,0.8,0,0,0,0,0,0,0,0.6,0,0
"4266",4266,33,10,4,37,0.4,0.6,0,0,0,0,0,0.2,0.4,0.6,0,0
"4267",4267,33,11,1,38,0.6,0.6,0,0,0.4,0,0,0,1,0.8,0,0
"4268",4268,33,12,1,39,0.6,0.6,0,0,0.4,0,0,0.4,0.6,0.6,0,0
"4269",4269,33,12,2,40,0.8,0.6,0.2,0,0.2,0,0.4,0.2,0.6,0.6,0,0.2
"4270",4270,33,12,3,41,0.2,0.6,0.2,0,0.2,0,0,0.6,0.4,0.6,0,0
"4271",4271,33,13,1,42,0.2,0.6,0.2,0,0,0,0,0.6,0.4,0.6,0.2,0
"4272",4272,33,14,1,43,0.6,0.6,0,0,0.4,0,0,0.2,0.8,0.8,0,0.6
"4273",4273,33,15,1,44,0.4,0.4,0,0.4,0.2,0,0,0.6,0.2,0.6,0.6,0.6
"4274",4274,33,15,2,45,0.2,0.2,0,0.6,0,0,0,0.8,0.2,0.4,0.6,0.8
"4275",4275,33,15,3,46,0.2,0.2,0.2,0,0,0,0,0.8,0,0.4,0.6,0.8
"4276",4276,33,16,1,47,0.2,0.2,0,0.2,0.2,0,0,0.4,0.2,0.6,0.6,0.6
"4277",4277,33,16,2,48,0.4,0.6,0,0,0,0,0.2,0.2,0.2,0.6,0.4,0.4
"4278",4278,33,16,3,49,0.4,0.8,0.2,0.2,0.2,0,0,0.6,0.2,0.6,0.2,0.6
"4279",4279,33,16,4,50,0.6,0.6,0,0,0,0,0,0.4,0,0.6,0.2,0.2
"4280",4280,33,16,5,51,0.4,0.4,0.2,0.2,0.2,0,0.2,0.6,0.4,0.6,0.4,0.4
"4281",4281,33,16,6,52,0.2,0.2,0.6,0.4,0,0.2,0,0.2,0.2,0.6,0.2,0.2
"4282",4282,33,17,1,53,0.8,0.8,0,0.2,0,0,0.6,0.6,0.6,0.6,0.4,0.2
"4283",4283,33,17,2,54,0.4,0.6,0.2,0.6,0.2,0,0.4,0.2,0.6,0.6,0.2,0.6
"4284",4284,33,17,3,55,0.4,0.4,0.4,0.2,0.6,0.2,0,0.4,0.8,0.6,0.4,0.4
"4285",4285,33,18,1,56,0.6,0.6,0.2,0,0,0,0,0.6,0.6,0.6,0.6,0.6
"4286",4286,33,18,2,57,0.6,0.6,0.2,0,0.4,0,0,0.6,0.6,0.6,0.6,0.6
"4287",4287,33,18,3,58,0.6,0.6,0,0.2,0,0,0,0.4,0.2,0.6,0.4,0.4
"4288",4288,33,18,4,59,0.4,0.4,0.4,0.2,0.2,0,0.4,0.4,0.4,0.6,0.2,0.2
"4289",4289,33,18,5,60,0.6,0.6,0.2,0.2,0,0,0.2,0.6,0.4,0.6,0.2,0.2
"4290",4290,33,18,6,61,0.6,0.6,0.2,0,0,0,0,0.2,0.6,0.6,0.6,0.6
"4291",4291,33,19,1,62,0.4,0.4,0,0,0,0,0,0.2,0.4,0.6,0.6,0.6
"4292",4292,33,19,2,63,0.6,0.4,0,0,0,0,0.2,0.6,0.4,0.6,0.4,0.6
"4293",4293,33,19,3,64,0.6,0.6,0,0,0,0,0,0.2,0.4,0.6,0.2,0.4
"4294",4294,33,19,4,65,0.6,0.4,0,0,0,0,0,0.2,0.6,0.6,0.6,0.6
"4295",4295,33,19,5,66,0.6,0.6,0,0,0,0,0,0.2,0.6,0.6,0.6,0.4
"4296",4296,33,19,6,67,0.6,0.6,0.2,0,0.2,0,0.6,0.2,0.6,0.6,0.2,0.2
"4297",4297,33,20,1,68,0.2,0.2,0.6,0.8,0,0,0,0.2,0,0.6,0.4,0.6
"4298",4298,33,20,2,69,0.2,0.2,0.2,0.2,0,0,0,0,0.6,0.6,1,0.4
"4299",4299,33,20,3,70,0.4,0.4,0,0,0,0,0,0,1,0.8,0,0
"4300",4300,33,21,1,71,0.4,0.6,0,0,0,0,0,0,0.4,0.6,0.6,0.6
"4301",4301,33,21,2,72,0.4,0.6,0,0.2,0,0,0,0,0,0.4,0.2,0.6
"4302",4302,33,21,3,73,0.2,0.2,0,0.2,0.4,0,0,0.2,0.2,0.4,0.4,0.6
"4303",4303,33,21,4,74,0.6,0.4,0.2,0.4,0.2,0,0,0.4,0.6,0.6,0.4,0.6
"4304",4304,33,21,5,75,0.2,0.2,0,0,0.2,0,0,0.2,0.6,0.8,0.2,0.2
"4305",4305,33,22,1,76,0,0,0,0,0,0,0,0.6,0.6,0.6,0.6,0.4
"4306",4306,33,22,2,77,0,0,0,0,0,0,0,0.6,0,0.4,0.6,0.4
"4307",4307,33,22,3,78,0.6,0.6,0,0.6,0,0,0.6,0.6,0.2,0.4,0.4,0.4
"4308",4308,33,22,4,79,0.4,0.6,0,0,0.2,0,0,0.6,0.4,0.6,0.4,0.6
"4309",4309,33,23,1,80,0.6,0.6,0,0,0.2,0,0,0.2,0.6,0.6,0.4,0.4
"4310",4310,33,23,2,81,0.6,0.6,0,0,0,0,0.2,0.6,0,0.4,0.6,0.2
"4311",4311,33,23,3,82,0.6,0.6,0,0,0,0,0.2,0.6,0,0.4,0.8,0.4
"4312",4312,33,24,1,83,0,0,0,0,0,0,0,0,0.6,0.8,0.4,0.2
"4313",4313,33,24,2,84,0.2,0.2,0,0,0,0,0.6,0.6,0,0.4,0.6,0.2
"4314",4314,33,24,3,85,0.6,0.6,0,0,0.4,0,0,0.8,0.4,0.6,0.6,0.2
"4315",4315,33,24,4,86,0.4,0.4,0.2,0.2,0,0,0,0.4,0.4,0.6,0.4,0.4
"4316",4316,33,25,1,87,0,0,0,0,0,0,0,1,0,0.6,0.6,0.2
"4317",4317,33,25,2,88,0.6,0.4,0,0,0,0,0,0,0.6,0.6,0.2,0.2
"4318",4318,33,25,3,89,0,0,0,0,0.4,0,0,0,0.8,0.8,0,0.2
"4319",4319,33,25,4,90,0.4,0.6,0.2,0,0,0,0,0.2,0.6,0.6,0,0.2
"4320",4320,33,26,1,91,0.2,0,0,0,0,0,0.4,0.4,0.4,0.6,0.6,0.2
"4321",4321,33,26,2,92,0.6,0.4,0.2,0,0,0,0.2,0.4,0.4,0.6,0.6,0.2
"4322",4322,33,26,3,93,0.2,0.6,0.4,0.2,0,0,0,0.4,0.4,0.6,0.4,0.2
"4323",4323,33,27,1,94,0,0,0,0,0,0,0,0,0.8,0.8,0.2,0.2
"4324",4324,33,27,2,95,0.6,0.6,0,0.6,0,0,0,0.6,0,0.6,0,0.2
"4325",4325,33,27,3,96,0,0,0,1,0.6,0,0.6,0.8,0,0,0.2,0.2
"4326",4326,33,27,4,97,0.6,0.4,0,0,0,0,0,0,0.6,0.6,0,0.4
"4327",4327,33,28,1,98,0,0,0,0.6,0,0,0.6,0,0.2,0.4,0,0
"4328",4328,33,28,2,99,0.6,0.6,0,0,0,0,0,0.6,0.4,0.6,0.6,0.2
"4329",4329,33,28,3,100,0.6,0.6,0.2,0,0.2,0,0,0.2,0.6,0.6,0.2,0.2
"4330",4330,34,1,1,1,0.2,0.4,0,0,0,0,0,0,0.8,0.8,0,0
"4331",4331,34,1,2,2,1,1,0,0,0,0,0,0,0.6,1,0,0
"4332",4332,34,1,3,3,0.6,0.6,0,0,0,0,0,0,0.8,0,0,0
"4333",4333,34,1,4,4,0.8,0.8,0,0,0,0,0,0,0.8,1,0,0
"4334",4334,34,1,5,5,0.4,0.6,0,0,0,0,0,0,0.4,0.6,0,0
"4335",4335,34,1,6,6,0,0,0,0.4,0,0,0.4,0.8,0,0,0.8,1
"4336",4336,34,2,1,7,0.6,0.6,0,0,0,0,0,0,0.8,1,0,0
"4337",4337,34,2,2,8,0.8,0.8,0,0,0,0,0.2,0,1,1,0,0
"4338",4338,34,2,3,9,0.2,0.2,0,0,0,0,0,0.2,0,0.6,0.2,0.2
"4339",4339,34,2,4,10,0.8,0.8,0.8,0.8,0,0,0,0,0.6,0.6,0,0
"4340",4340,34,3,1,11,0.6,0.8,0,0,0,0,0,0,0.6,0.8,0,0
"4341",4341,34,3,2,12,0.2,0.6,0,0,0,0,0.6,0.6,0,0.2,0.2,0.6
"4342",4342,34,3,3,13,0.6,0.8,0,0,0,0,0,0,0.8,0.8,0,0
"4343",4343,34,3,4,14,0.2,0.6,0,0,0,0,0,0,0.2,1,0,0
"4344",4344,34,3,5,15,1,1,0,0,0,0,0,0,0.8,1,0,0
