"","X","ID","day","beep","observationID","Proud","Success","Superior","Angry","Excluded","Envious","Resentful","Ashamed","Insecure","Enthusiastic","Relaxed","Anxious","Sad","Lonely"
"21613",21613,276,21,1,54,0.2,0.6,0.2,0,0,0,0,0,0.2,0,0.6,0.2,0,0
"21614",21614,276,21,2,55,0.2,0.2,0.2,0,0,0,0,0,0.2,0.4,0.4,0.2,0,0
"21615",21615,276,21,3,56,0,0.4,0.2,0,0,0,0,0,0.2,0.4,0.4,0.2,0,0
"21616",21616,276,21,4,57,0,0.2,0,0,0,0,0,0,0.4,0.4,0.4,0.2,0,0
"21617",21617,276,21,5,58,0,0.2,0,0.6,0,0,0,0,0.4,0,0.2,0.2,0.2,0
"21618",21618,276,22,1,59,0.2,0.4,0,0,0,0,0,0,0.2,0.4,0.4,0,0,0
"21619",21619,276,22,2,60,0.2,0.4,0.2,0,0,0,0,0,0.2,0.6,0.4,0.2,0,0
"21620",21620,276,22,3,61,0,0.2,0.2,0,0,0,0,0,0.2,0.4,0.2,0,0,0
"21621",21621,276,22,4,62,0,0.2,0,0.4,0,0,0,0,0.2,0.2,0.2,0,0,0
"21622",21622,276,23,1,63,0,0,0,0.4,0.2,0,0,0,0.2,0,0.2,0,0.2,0.2
"21623",21623,276,23,2,64,0.2,0.2,0.2,0.6,0.4,0,0,0,0.4,0.2,0.4,0.2,0.2,0
"21624",21624,276,23,3,65,0,0.2,0,0.2,0,0,0,0,0.2,0.2,0.2,0,0,0
"21625",21625,276,23,4,66,0,0,0,0.2,0.2,0,0,0,0.4,0.2,0.4,0,0.2,0.2
"21626",21626,276,24,1,67,0.4,0.4,0.2,0,0,0,0,0,0.2,0.4,0.4,0,0,0
"21627",21627,276,24,2,68,0.2,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0
"21628",21628,276,24,3,69,0,0.2,0.2,0.2,0.4,0.2,0,0,0.4,0.2,0.2,0.4,0.2,0.2
"21629",21629,276,24,4,70,0,0.2,0.2,0.2,0.4,0.2,0,0,0.4,0,0.4,0.2,0,0.2
"21630",21630,276,24,5,71,0,0,0,0.4,0.2,0,0,0,0.4,0.2,0.4,0.2,0.2,0.2
"21631",21631,276,25,1,72,0,0.2,0,0.6,0,0,0,0,0.4,0.2,0.2,0,0.4,0.2
"21632",21632,276,25,2,73,0.4,0.4,0.2,0,0,0,0,0,0.2,0.4,0.4,0,0,0
"21633",21633,276,25,3,74,0,0.2,0,0.2,0,0,0,0,0.2,0.2,0.4,0,0.2,0
"21634",21634,276,25,4,75,0,0,0,0.2,0.4,0.2,0.2,0,0.4,0,0.2,0.2,0.4,0.4
"21635",21635,277,1,1,1,0.6,0.6,0,0.4,0,0,0,0,0,0.6,0,0,0,0
"21636",21636,277,1,2,2,0,0,0,0.2,0,0,0,0,0,0,0.6,0,0,0
"21637",21637,277,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21638",21638,277,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21639",21639,277,1,5,5,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"21640",21640,277,2,1,6,0,0.8,0,0,0,0,0,0,0,0,0.8,0,0,0
"21641",21641,277,2,2,7,0,0,0,0,0.8,0,0,0,0,0,0.4,0,0,0
"21642",21642,277,2,3,8,0,1,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"21643",21643,277,3,1,9,0,0.2,0,0,0,0,0,0,0,0,0.6,0,0,0
"21644",21644,277,4,1,10,0,0,0,1,0,0,0,0,1,0,0,0.8,0,0
"21645",21645,277,4,2,11,0,0,0,0.2,0,0,0,0,0,0.6,0.6,0.2,0,0
"21646",21646,277,5,1,12,0,0.4,0,0,0,0,0,0,0,0,0.2,0,0,0
"21647",21647,277,5,2,13,0,0,0,0.6,0,0,0,0,0,0,0.4,0,0,0
"21648",21648,277,5,3,14,0,0,0,1,0,0,0,0,0,0,0.8,0,0.6,0
"21649",21649,277,6,1,15,0,0,0,0.4,0,0,0,0,0,0,0.4,0,0,0
"21650",21650,277,6,2,16,0,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0
"21651",21651,277,7,1,17,0,0.6,0,0,0,0,0,0,0,0,0.4,0,0,0
"21652",21652,277,11,1,18,0,1,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"21653",21653,277,11,2,19,0,1,0,0,0,0,0,0,0,0,0.8,0,0,0
"21654",21654,277,13,1,20,0,0.6,0,0,0,0,0,0,0,0,0.6,0,0,0
"21655",21655,277,14,1,21,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"21656",21656,278,1,1,1,0,0,0,0.2,0.6,0,0,0,0.4,0,0.2,0.4,0.6,0.8
"21657",21657,278,1,2,2,0.2,0.6,0,0,0,0,0,0,0.2,0,0.8,0.2,0.4,0.2
"21658",21658,278,1,3,3,0.6,0.6,0,0,0,0,0,0,0,0,0.6,0,0,0
"21659",21659,278,1,4,4,0,0,0,0,0,0,0,0,0,0,0.6,0.2,0,0.2
"21660",21660,278,1,5,5,0,0,0,0.2,0,0,0,0,0.4,0,0.6,0.2,0.2,0.4
"21661",21661,278,1,6,6,0.8,0.8,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"21662",21662,278,2,1,7,0,0,0,0.4,0.2,0,0,0,0.2,0,0.6,0.4,0,0.4
"21663",21663,278,2,2,8,0,0,0,0.4,0.6,0,0,0,0.6,0,0.2,0.6,0.6,0.6
"21664",21664,278,2,3,9,0,0,0,0,0,0,0,0,0.6,0,0.4,0.4,0.2,0.2
"21665",21665,278,2,4,10,0,0,0,0,0,0,0,0,0.2,0,0.4,0,0,0.2
"21666",21666,278,3,1,11,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.4
"21667",21667,278,3,2,12,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.2
"21668",21668,278,3,3,13,0.6,0.6,0.2,0,0,0,0,0,0,0,0.8,0,0,0
"21669",21669,278,4,1,14,0.6,0.6,0,0,0.2,0,0,0,0.2,0,0.6,0,0,0.2
"21670",21670,278,4,2,15,0,0,0,0,0.4,0,0,0,0.4,0,0.6,0,0.2,0.6
"21671",21671,278,4,3,16,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.2
"21672",21672,278,4,4,17,0,0,0,0,0,0,0,0,0.4,0,0.6,0,0,0.6
"21673",21673,278,4,5,18,0,0,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"21674",21674,278,4,6,19,0.6,0.6,0,0,0,0,0,0,0,0,0.8,0,0,0.4
"21675",21675,278,5,1,20,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21676",21676,278,5,2,21,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.2
"21677",21677,278,5,3,22,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.4
"21678",21678,278,5,4,23,0,0,0,0,0.2,0,0,0,0,0,0.6,0,0,0.2
"21679",21679,278,6,1,24,0,0,0,0,0.2,0,0,0,0,0.6,0.6,0,0.2,0.2
"21680",21680,278,6,2,25,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21681",21681,278,6,3,26,0.6,0.6,0,0,0,0,0,0,0,0,0.6,0,0,0
"21682",21682,278,6,4,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"21683",21683,278,6,5,28,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.2
"21684",21684,278,6,6,29,0,0,0,0,0,0,0,0,0,0.4,0.8,0,0,0.2
"21685",21685,278,7,1,30,0,0,0,0,0.2,0,0,0,0,0,0.6,0,0,0
"21686",21686,278,7,2,31,0.6,0.6,0,0,0,0,0,0,0,0,0.8,0,0,0
"21687",21687,278,7,3,32,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21688",21688,278,7,4,33,0.6,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"21689",21689,278,7,5,34,0.8,0.8,0,0,0,0,0,0,0,0.6,0.8,0,0,0.2
"21690",21690,278,8,1,35,0.6,0.6,0,0,0.2,0,0,0,0,0,0.8,0,0,0.2
"21691",21691,278,8,2,36,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21692",21692,278,8,3,37,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21693",21693,278,8,4,38,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"21694",21694,278,8,5,39,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0.2
"21695",21695,278,9,1,40,0.6,0,0,0,0.6,0,0,0,0.6,0,0.4,0.6,0.6,0.6
"21696",21696,278,9,2,41,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21697",21697,278,9,3,42,0.8,0.6,0,0,0,0,0,0,0,0,0.8,0,0,0
"21698",21698,278,9,4,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"21699",21699,278,9,5,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4
"21700",21700,278,10,1,45,0,0,0,0.2,0.8,0,0,0.4,0.8,0,0.2,0,0.4,1
"21701",21701,278,10,2,46,0.6,0.6,0.2,0,0,0,0,0,0,0.6,0.8,0,0,0.2
"21702",21702,278,10,3,47,0,0,0,0,0.2,0,0,0,0,0,0.8,0,0,0.4
"21703",21703,278,10,4,48,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.4
"21704",21704,278,10,5,49,0,0,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"21705",21705,278,11,1,50,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21706",21706,278,11,2,51,0.6,0,0,0,0,0,0,0,0,0,0.8,0,0,0.4
"21707",21707,278,11,3,52,0.8,0.6,0,0,0,0,0,0,0,0.6,1,0,0,0.2
"21708",21708,278,11,4,53,0,0,0,0.6,0,0,0,0,0,0,0.4,0,0,0
"21709",21709,278,11,5,54,0,0,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"21710",21710,278,11,6,55,0,0,0,0,0,0,0,0,0,0.4,0.8,0,0,0
"21711",21711,278,12,1,56,0.6,0,0,0,0,0,0,0,0,0.6,0.8,0,0,0.2
"21712",21712,278,12,2,57,0.6,0,0,0,0,0,0,0,0,0,0.6,0,0,0.2
"21713",21713,278,12,3,58,0.6,0.6,0,0,0,0,0,0,0,0,0.8,0,0,0.2
"21714",21714,278,12,4,59,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.2
"21715",21715,278,13,1,60,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.6
"21716",21716,278,13,2,61,0.8,0.6,0,0,0,0,0,0,0,0,1,0,0,0.2
"21717",21717,278,13,3,62,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"21718",21718,278,13,4,63,0.6,0.4,0,0,0,0,0,0,0,0,0.6,0,0,0.4
"21719",21719,278,13,5,64,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.2
"21720",21720,278,14,1,65,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.4
"21721",21721,278,15,1,66,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.4
"21722",21722,278,15,2,67,0.6,0.6,0,0,0.6,0.6,0,0.6,0,0,0.6,0,0.6,0.6
"21723",21723,278,15,3,68,0.6,0.2,0,0,0,0,0,0,0,0,0.8,0,0,0.4
"21724",21724,278,15,4,69,0,0,0,0,0,0,0,0,0,0.8,1,0,0,0.6
"21725",21725,278,15,5,70,0,0,0,0,0.2,0,0,0,0,0,0.8,0,0.6,0.6
"21726",21726,278,15,6,71,0,0,0,0,0,0,0,0,0,0.6,0.8,0,0,0.2
"21727",21727,278,16,1,72,0,0.6,0,0,0,0,0,0,0,0,0.8,0,0,0
"21728",21728,278,16,2,73,0.6,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"21729",21729,278,16,3,74,0.6,0.2,0,0,0.6,0,0,0,0,0,0.6,0,0,0.8
"21730",21730,278,17,1,75,0,0,0,0,0,0,0,0,0,0.2,0.8,0,0,0.4
"21731",21731,278,17,2,76,0.6,0.6,0,0,0,0,0,0,0,0,0.8,0,0,0
"21732",21732,278,18,1,77,0.8,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"21733",21733,278,18,2,78,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.6
"21734",21734,278,18,3,79,0,0,0,0,0,0,0,0,0,0.6,0.8,0,0,0.2
"21735",21735,278,18,4,80,0,0,0,0,0,0,0,0,0,0.6,0.8,0,0,0.2
"21736",21736,278,18,5,81,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0.2
"21737",21737,278,19,1,82,0,0,0,0.2,0.4,0,0,0,0,0,0.6,0,0,0.2
"21738",21738,278,19,2,83,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21739",21739,278,19,3,84,0,0,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"21740",21740,278,20,1,85,0.8,0.6,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"21741",21741,278,20,2,86,0.6,0.6,0.6,0,0,0,0,0,0,0.6,0.8,0,0,0
"21742",21742,278,20,3,87,0,0,0,0,0,0.6,0,0,0,0.6,0.8,0,0.2,0.2
"21743",21743,278,20,4,88,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21744",21744,278,20,5,89,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0.2
"21745",21745,278,20,6,90,0,0,0,0,0,0,0,0,0,0,0.8,0,0.4,0.2
"21746",21746,278,21,1,91,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21747",21747,278,21,2,92,0.6,0.6,0,0,0,0,0,0,0.2,0,0.6,0,0,0
"21748",21748,278,21,3,93,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21749",21749,278,21,4,94,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21750",21750,278,22,1,95,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21751",21751,278,22,2,96,0.6,0.6,0,0,0,0,0,0,0,0,0.8,0,0,0
"21752",21752,278,23,1,97,0.8,0.6,0,0,0,0,0,0.2,0.2,0.4,0.6,0,0,0
"21753",21753,278,23,2,98,0.6,0.6,0,0,0,0,0,0,0,0,0.8,0,0,0
"21754",21754,278,23,3,99,0.4,0.2,0,0,0.2,0,0,0,0,0,0.6,0,0.2,0.2
"21755",21755,278,24,1,100,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21756",21756,278,24,2,101,0.6,0.6,0,0,0,0,0,0,0,0,0.6,0,0,0
"21757",21757,278,24,3,102,0.6,0.6,0,0,0,0,0,0,0,0,0.8,0,0,0
"21758",21758,278,24,4,103,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21759",21759,278,24,5,104,0.2,0.2,0,0,0,0,0,0,0,0,0.6,0,0,0
"21760",21760,278,24,6,105,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0.4
"21761",21761,278,25,1,106,0.6,0.6,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"21762",21762,278,26,1,107,0.6,0.4,0,0,0,0,0,0,0,0.8,1,0,0,0
"21763",21763,278,26,2,108,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"21764",21764,278,26,3,109,0.4,0.4,0,0.2,0,0,0,0,0,0,0.6,0,0,0
"21765",21765,278,27,1,110,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21766",21766,278,28,1,111,0,0,0,0.6,0,0,0,0,0.6,0,0.2,0.2,0,0
"21767",21767,278,28,2,112,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
"21768",21768,278,28,3,113,0,0.6,0,0,0,0,0,0.4,0,0,0.8,0,0,0
"21769",21769,278,29,1,114,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21770",21770,278,29,2,115,0.2,0.2,0,0,0,0,0,0,0,0,0.8,0,0,0
"21771",21771,279,1,1,1,0.6,0.4,0,1,0.4,0,0,0,0,0,0.4,0,0.4,0
"21772",21772,279,1,2,2,0.2,0.8,0,0,0,0,0,0,0,0,0.8,0,0,0
"21773",21773,279,1,3,3,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
"21774",21774,279,1,4,4,0.2,0.6,0,0,0,0,0,0,0.4,0.2,0.4,0.2,0,0
"21775",21775,279,1,5,5,0,0.2,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"21776",21776,279,2,1,6,0.2,0.4,0,0,0,0,0,0,0.2,0,0.4,0.2,0,0
"21777",21777,279,2,2,7,0,0.4,0,0,0,0,0,0,0.6,0,0.2,0.4,0,0
"21778",21778,279,2,3,8,0.4,0.4,0,0,0,0,0,0,0,0.2,0.2,0,0,0
"21779",21779,279,2,4,9,0.4,0.4,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"21780",21780,279,2,5,10,0,0.2,0,0,0,0,0,0,0,0,0.8,0,0,0
"21781",21781,279,2,6,11,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0
"21782",21782,279,3,1,12,0,0.6,0,0,0,0,0,0,0,0,0.4,0,0,0
"21783",21783,279,3,2,13,0,0.4,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"21784",21784,279,3,3,14,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0
"21785",21785,279,3,4,15,0.4,0.6,0.4,0,0,0,0,0,0,0.6,0.6,0,0,0
"21786",21786,279,3,5,16,0,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0
"21787",21787,279,3,6,17,0,0.4,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"21788",21788,279,4,1,18,0,0.2,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"21789",21789,279,4,2,19,0.2,0.4,0,0,0,0,0,0,0,0,0.6,0,0,0
"21790",21790,279,4,3,20,0,0.8,0,0,0,0,0,0,0,0.8,0.8,0,0,0
"21791",21791,279,5,1,21,0.2,1,0.2,0,0,0,0,0,0,0.4,0.8,0,0,0
"21792",21792,279,5,2,22,0.4,0.8,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"21793",21793,279,5,3,23,0.2,0.6,0.2,0,0,0,0,0,0,0.2,0.6,0,0,0
"21794",21794,279,5,4,24,0,0.2,0,0,0,0,0,0,0.2,0,0,0.6,1,1
"21795",21795,279,5,5,25,0,0.2,0,0,0,0,0,0,0.8,0,0,0,0.6,0.2
"21796",21796,279,5,6,26,0,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0
"21797",21797,279,6,1,27,0.4,0.6,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"21798",21798,279,6,2,28,0,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0
"21799",21799,279,6,3,29,0,0,0,0.4,0,0,0,0,0.6,0,0,0.6,0.6,0
"21800",21800,279,6,4,30,0,0.2,0,0,0,0,0,0,0,0.4,0.2,0,0,0
"21801",21801,279,6,5,31,0,0,0,0,0.2,0,0,0,0.4,0,0,0.4,0.4,0
"21802",21802,279,6,6,32,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0
"21803",21803,279,7,1,33,0.4,0.8,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"21804",21804,279,7,2,34,0.2,0.4,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"21805",21805,279,7,3,35,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0
"21806",21806,279,7,4,36,0,0.2,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"21807",21807,279,7,5,37,0.2,0.6,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"21808",21808,279,8,1,38,0.6,0.8,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"21809",21809,279,8,2,39,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0,0
"21810",21810,279,8,3,40,0.8,0.8,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"21811",21811,279,8,4,41,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"21812",21812,279,9,1,42,0.2,0.4,0,0,0,0,0,0,0,0,0.2,0,0,0
"21813",21813,279,9,2,43,0.4,0.6,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"21814",21814,279,9,3,44,0.2,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0
"21815",21815,279,9,4,45,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0
"21816",21816,279,9,5,46,0,0,0,0,0.4,0,0,0,0,0,0.2,0,0,0
"21817",21817,279,10,1,47,0,0.4,0,0,0,0,0,0,0,0.2,0.4,0,0,0
"21818",21818,279,10,2,48,0.2,0.6,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"21819",21819,279,10,3,49,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
"21820",21820,279,10,4,50,0,0.6,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"21821",21821,279,11,1,51,0,0.2,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"21822",21822,279,11,2,52,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
"21823",21823,279,11,3,53,0.4,0.4,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"21824",21824,279,12,1,54,0,0.4,0.2,0,0,0,0,0,0,0.4,0.4,0,0,0
"21825",21825,279,12,2,55,0.4,0.6,0,0,0,0,0,0,0,0.2,0.4,0,0,0
"21826",21826,279,12,3,56,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"21827",21827,279,12,4,57,1,1,0,0,0,0,0,0,0,0.6,0.6,0,0,0
"21828",21828,279,12,5,58,0.2,0.2,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"21829",21829,279,12,6,59,0.4,0.6,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"21830",21830,279,13,1,60,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0
"21831",21831,279,13,2,61,0.2,0.6,0,0,0,0,0,0,0,0.2,0.4,0,0,0
"21832",21832,279,13,3,62,0,0.4,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"21833",21833,279,13,4,63,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0,0
"21834",21834,279,13,5,64,0,0.2,0,0.4,0.2,0,0,0,0,0,0,0,0,0
"21835",21835,279,13,6,65,0,0.4,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"21836",21836,279,14,1,66,0,0.8,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"21837",21837,279,14,2,67,0.6,0.8,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"21838",21838,279,14,3,68,0.2,0.4,0,0,0,0,0,0,0,0.2,0.4,0,0,0
"21839",21839,279,14,4,69,0.2,0.4,0,0,0,0,0,0,0.4,0,0,0.2,0.6,0.8
"21840",21840,279,14,5,70,0.8,1,0,0,0,0,0,0,0,0.6,0.8,0,0,0
"21841",21841,279,14,6,71,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0
"21842",21842,279,15,1,72,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0
"21843",21843,279,16,1,73,0,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0
"21844",21844,279,16,2,74,0,0.2,0,0,0,0,0,0,0,0,0.6,0,0,0.2
"21845",21845,279,16,3,75,0.4,0.6,0,0,0,0,0,0,0,0.2,0.2,0,0,0
"21846",21846,279,16,4,76,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
"21847",21847,279,16,5,77,0,0.8,0,0,0,0,0,0,0,1,0.6,0,0,0
"21848",21848,279,17,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21849",21849,279,17,2,79,0,0.2,0,0,0,0,0,0,0,0.2,0.4,0,0,0
"21850",21850,279,17,3,80,0.2,0.6,0,0,0,0,0,0,0,0,0.4,0,0,0
"21851",21851,279,18,1,81,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
"21852",21852,279,18,2,82,0.2,0.8,0.2,0,0,0,0,0,0,0.2,0.4,0,0,0
"21853",21853,279,18,3,83,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0
"21854",21854,279,19,1,84,0.4,0.6,0,0,0,0,0,0.2,0.4,0,0,0,0.2,0.2
"21855",21855,279,19,2,85,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0
"21856",21856,279,20,1,86,0.2,0.2,0,0.2,0,0,0,0,0.6,0,0,0.2,0.8,0.8
"21857",21857,279,20,2,87,0.2,0.2,0,0,0,0,0,0,0,0.6,0.2,0,0,0
"21858",21858,279,20,3,88,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6
"21859",21859,279,20,4,89,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2
"21860",21860,279,21,1,90,0,0,0,1,0,0,0,0,0.2,0,0,0,0.6,0
"21861",21861,279,21,2,91,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6
"21862",21862,279,21,3,92,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0
"21863",21863,279,21,4,93,0,0.2,0,0,0,0,0,0,0,0,0.4,0,0,0
"21864",21864,279,21,5,94,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0
"21865",21865,279,22,1,95,0.6,0.8,0,0,0,0,0,0,0,0.6,0.4,0,0,0
"21866",21866,279,22,2,96,0,0,0,0,0,0,0,0.4,0.4,0,0,0.4,0.6,0
"21867",21867,279,22,3,97,0,0.2,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"21868",21868,279,22,4,98,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.4
"21869",21869,279,23,1,99,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2
"21870",21870,279,23,2,100,0.2,0.8,0,0,0,0,0,0,0,0.4,0.4,0,0,0
"21871",21871,279,23,3,101,0.2,0.6,0,0,0,0,0,0,0,0.4,0.2,0,0.4,0.2
"21872",21872,279,24,1,102,0.6,0.6,0,0,0,0,0,0,0,0.2,0.4,0,0,0.2
"21873",21873,279,24,2,103,0.2,0.4,0,0,0,0,0,0,0,0.2,0.4,0,0,0.2
"21874",21874,279,24,3,104,0.2,0.8,0,0,0,0,0,0,0,0.2,0.4,0,0,0.2
"21875",21875,279,25,1,105,0,0.4,0,0,0,0,0,0,0,0.2,0.2,0,0,0.4
"21876",21876,279,25,2,106,0.2,0.8,0,0,0,0,0,0,0,0,0.6,0,0,0.4
"21877",21877,279,25,3,107,0.6,0.8,0,0,0,0,0,0,0,0,0.2,0,0,0.4
"21878",21878,279,26,1,108,0.2,0.4,0,0,0,0,0,0,0.2,0,0,0.4,0,0.2
"21879",21879,279,26,2,109,0,0.4,0,1,0,0,0,0,0,0,0,0,0,0.4
"21880",21880,279,26,3,110,0.2,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0.6
"21881",21881,279,26,4,111,0.6,0.8,0,0,0,0,0,0,0,0.4,0.6,0,0,0
"21882",21882,279,27,1,112,0.4,0.6,0,0,0,0,0,0,0,0.2,0.6,0,0,0
"21883",21883,279,27,2,113,0.2,0.4,0.2,0,0,0,0,0,0,0,0.4,0,0,0
"21884",21884,279,28,1,114,0.4,0.4,0,0,0,0,0,0,0.2,0,0,0,0.4,0.4
"21885",21885,279,28,2,115,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0
"21886",21886,280,1,1,1,0.8,0.8,0.4,0,0,0,0,0,0,0.8,0.8,0,0,0
"21887",21887,280,1,2,2,1,1,0.6,0,0,0,0,0,0,0.8,0.4,0,0,0
"21888",21888,280,1,3,3,0.4,0.4,0,0.2,0,0,0,0,0,0.4,0.4,0,0,0
"21889",21889,280,2,1,4,0.4,0.4,0.2,0.2,0,0,0,0,0,0.4,0.4,0,0,0
"21890",21890,280,3,1,5,0.2,0.2,0,0,0,0,0,0,0.2,0.4,0.8,0,0,0
"21891",21891,280,4,1,6,0.4,0.4,0.4,0,0,0,0,0,0,0.4,0.8,0,0,0
"21892",21892,280,5,1,7,0.6,0.8,0.8,0,0,0,0,0,0,0.6,0.8,0,0,0
